Unique ID,Q1-Current Job Title,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How happy are you with salary,Q6 - How happy are you with work/life balance,Q6 - How happy are you with coworkers,Q6 - How happy are you with management,Q6 - How happy are you with upward mobility,Q6 - How happy are you with learning new things,Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a34fbacec54911e9ca776f,data-related roles,No,20000.0,government & public sector,R,1.0,6.0,4.0,3.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Female,23,australia,Bachelors,White/Caucasian
62a34fc3f3072dd892624a45,data-related roles,Yes,75500.0,transportation & logistics,R,8.0,9.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,30,united states,Masters,White/Caucasian
62a34ff1f408bae018ed601d,data-related roles,No,53000.0,manufacturing & engineering,Python,2.0,6.0,2.0,3.0,2.0,2.0,Easy,Better Salary,Male,26,ireland,Masters,White/Caucasian
62a34ff4f3072dd892624b32,data-related roles,Yes,53000.0,healthcare & medical,R,3.0,6.0,4.0,6.0,4.0,6.0,Neither easy nor difficult,Better Salary,Male,37,united states,Bachelors,White/Caucasian
62a3505bd8c00e9f5419f8df,data-related roles,Yes,75500.0,healthcare & medical,Python,3.0,5.0,4.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,31,united states,Bachelors,White/Caucasian
62a350f7f3072dd892624d05,data-related roles,Yes,20000.0,finance & insurance,C/C++,5.0,2.0,4.0,3.0,3.0,3.0,Difficult,Good Work/Life Balance,Female,25,south africa,Bachelors,Black/African American
62a35130f3072dd892624d9f,data-related roles,Yes,20000.0,healthcare & medical,Python,2.0,6.0,6.0,5.0,4.0,5.0,Easy,Better Salary,Female,26,poland,Bachelors,White/Caucasian
62a351860a77c1a77f65e86b,data-related roles,Yes,75500.0,healthcare & medical,SQL,7.0,8.0,8.0,8.0,8.0,7.0,Very Easy,Better Salary,Male,30,united states,Bachelors,White/Caucasian
62a3519b24a262602738514a,data-related roles,Yes,75500.0,technology & it,Python,9.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,39,united states,Bachelors,Black/African American
62a35236b4da29969c631214,education & research,No,20000.0,education & nonprofit,Python,1.0,1.0,1.0,0.0,0.0,2.0,Easy,Good Work/Life Balance,Female,28,india,Masters,Asian/Asian American
62a352a32e54c9003e534981,data-related roles,Yes,75500.0,finance & insurance,SQL,8.0,8.0,7.0,7.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,22,united states,Bachelors,Other
62a352f00a77c1a77f65eae7,data-related roles,Yes,20000.0,technology & it,Python,3.0,2.0,4.0,2.0,2.0,2.0,Neither easy nor difficult,Good Culture,Male,28,mozambique,Bachelors,Black/African American
62a353372e54c9003e534a40,business intelligence & analytics,No,187500.0,technology & it,R,8.0,10.0,9.0,7.0,5.0,5.0,Neither easy nor difficult,Remote Work,Male,33,united states,Masters,White/Caucasian
62a353565d257a28a30da59f,data-related roles,Yes,20000.0,finance & insurance,SQL,2.0,3.0,3.0,3.0,2.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,22,egypt,Bachelors,Other
62a353f07dc029e2d66c1783,miscellaneous,No,20000.0,technology & it,Python,3.0,5.0,5.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,india,Bachelors,Other
62a3545e0f8c8599d5af474b,data-related roles,Yes,115500.0,consulting & professional services,DAX,8.0,8.0,8.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,37,united states,Bachelors,Other
62a35472cec54911e9ca82bc,business intelligence & analytics,No,53000.0,retail & consumer goods,R,3.0,4.0,5.0,5.0,4.0,3.0,Difficult,Better Salary,Male,24,united states,Masters,White/Caucasian
62a354bdb4da29969c631700,data-related roles,No,53000.0,healthcare & medical,R,1.0,4.0,3.0,2.0,0.0,6.0,Difficult,Better Salary,Male,25,united kingdom,Masters,Asian/Asian American
62a354e9cf255543173031ed,data-related roles,No,95500.0,healthcare & medical,R,8.0,10.0,8.0,8.0,9.0,10.0,Neither easy nor difficult,Good Culture,Male,28,united states,Masters,Black/African American
62a35541f3072dd892625517,data-related roles,Yes,53000.0,energy & utilities,Python,5.0,5.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,32,united kingdom,Bachelors,White/Caucasian
62a355445d257a28a30dab12,data-related roles,Yes,53000.0,government & public sector,Python,0.0,7.0,7.0,7.0,0.0,7.0,Easy,Good Culture,Male,29,united states,Bachelors,Asian/Asian American
62a35631cf25554317303425,data-related roles,No,53000.0,healthcare & medical,R,7.0,5.0,8.0,6.0,5.0,10.0,Difficult,"Other (Please Specify):Want to move from Australia to Canada, so position in desired country ",Female,26,australia,Masters,White/Caucasian
62a357390a77c1a77f65f189,data-related roles,Yes,53000.0,technology & it,Python,0.0,7.0,5.0,0.0,0.0,7.0,Neither easy nor difficult,Remote Work,Male,37,canada,Masters,White/Caucasian
62a3578b0a77c1a77f65f279,data-related roles,No,53000.0,transportation & logistics,R,4.0,6.0,5.0,4.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,25,united states,Bachelors,White/Caucasian
62a357d30f8c8599d5af4ea3,data-related roles,No,20000.0,finance & insurance,SQL,4.0,4.0,5.0,6.0,6.0,0.0,Difficult,Better Salary,Male,24,israel,High School,White/Caucasian
62a3582e575fa3a5ae88e506,management & leadership,No,137500.0,finance & insurance,SQL,7.0,8.0,8.0,8.0,7.0,8.0,Easy,Better Salary,Male,52,united states,Bachelors,White/Caucasian
62a35878575fa3a5ae88e5d5,data-related roles,Yes,53000.0,finance & insurance,Python,6.0,10.0,3.0,5.0,0.0,10.0,Difficult,Good Culture,Male,27,singapore,Bachelors,Asian/Asian American
62a35981bae91e4b8b8323dd,data-related roles,No,115500.0,healthcare & medical,Other,6.0,6.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,29,united states,Masters,White/Caucasian
62a35a2c7dc029e2d66c2519,miscellaneous,No,20000.0,technology & it,Python,3.0,7.0,6.0,7.0,0.0,0.0,Difficult,Better Salary,Male,42,brazil,Associates,White/Caucasian
62a35aa2f8d5efcc22f8075d,data-related roles,Yes,53000.0,technology & it,R,3.0,5.0,6.0,4.0,3.0,7.0,Difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,28,united states,Masters,White/Caucasian
62a35ababae91e4b8b83269d,data-related roles,Yes,20000.0,technology & it,Python,8.0,8.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,44,costa rica,Bachelors,Hispanic/Latino
62a35ae0575fa3a5ae88ea98,data-related roles,Yes,20000.0,technology & it,Python,5.0,5.0,6.0,5.0,6.0,7.0,Neither easy nor difficult,Remote Work,Male,23,spain,Bachelors,White/Caucasian
62a35ae87dc029e2d66c279b,data-related roles,No,53000.0,entertainment & media,R,1.0,2.0,6.0,4.0,2.0,0.0,Easy,Better Salary,Male,27,united states,Bachelors,Hispanic/Latino
62a35b13bc6861bf31770188,data-related roles,No,75500.0,real estate & construction,Python,3.0,3.0,3.0,2.0,2.0,1.0,Neither easy nor difficult,Good Culture,Male,26,united states,Masters,White/Caucasian
62a35b72f408bae018ed76a8,data-related roles,Yes,95500.0,healthcare & medical,Other,3.0,4.0,4.0,4.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,27,united states,Masters,Hispanic/Latino
62a35b965d257a28a30db899,data-related roles,Yes,75500.0,retail & consumer goods,Python,0.0,0.0,7.0,1.0,0.0,9.0,Difficult,Better Salary,Male,33,canada,Bachelors,Asian/Asian American
62a35ba3f3072dd892626068,data-related roles,Yes,75500.0,manufacturing & engineering,Python,8.0,10.0,10.0,10.0,10.0,10.0,Easy,Better Salary,Male,28,united states,Bachelors,Hispanic/Latino
62a35c890a77c1a77f65fdfa,data-related roles,Yes,20000.0,technology & it,R,2.0,8.0,8.0,7.0,6.0,9.0,Neither easy nor difficult,Better Salary,Male,32,kenya,Bachelors,Black/African American
62a35d8f575fa3a5ae88efd6,miscellaneous,Yes,53000.0,food & beverage,Python,2.0,4.0,6.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,34,canada,Associates,Asian/Asian American
62a35d95cf25554317304386,data-related roles,No,187500.0,technology & it,Python,10.0,10.0,10.0,8.0,10.0,10.0,Easy,Good Work/Life Balance,Male,28,united states,Bachelors,Asian/Asian American
62a35e970a77c1a77f66035a,data-related roles,Yes,137500.0,technology & it,Python,2.0,4.0,1.0,3.0,1.0,7.0,Neither easy nor difficult,Better Salary,Male,27,india,Bachelors,Asian/Asian American
62a35eabf408bae018ed7cbc,data-related roles,Yes,53000.0,finance & insurance,Python,2.0,4.0,5.0,5.0,4.0,6.0,Difficult,Better Salary,Male,22,united states,Bachelors,White/Caucasian
62a35f0d24a2626027386a8b,data-related roles,No,75500.0,healthcare & medical,Python,3.0,3.0,4.0,1.0,2.0,2.0,Neither easy nor difficult,Better Salary,Male,29,united states,Masters,White/Caucasian
62a35f825d257a28a30dc128,data-related roles,No,75500.0,healthcare & medical,Python,8.0,10.0,10.0,8.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Female,31,united states,Masters,White/Caucasian
62a35fa0f8f7561645856c35,data-related roles,No,75500.0,technology & it,Python,4.0,5.0,5.0,5.0,4.0,4.0,Easy,Remote Work,Male,28,united states,Bachelors,White/Caucasian
62a35fc1f8f7561645856c98,miscellaneous,No,20000.0,healthcare & medical,Python,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,united states,Masters,Asian/Asian American
62a3602318134ddc75ced6b9,data-related roles,No,95500.0,government & public sector,Other,4.0,5.0,3.0,4.0,2.0,3.0,Easy,Good Culture,Male,34,united states,Masters,White/Caucasian
62a360b8f8f7561645856ec4,data-related roles,No,95500.0,technology & it,Python,5.0,3.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,23,united states,Bachelors,White/Caucasian
62a360dbd8c00e9f541a16cf,miscellaneous,No,53000.0,real estate & construction,Excel,10.0,4.0,10.0,10.0,4.0,10.0,Neither easy nor difficult,Remote Work,Male,32,belgium,Masters,White/Caucasian
62a36146f8f7561645856ff7,data-related roles,Yes,20000.0,healthcare & medical,R,6.0,8.0,6.0,6.0,8.0,10.0,Easy,Remote Work,Male,29,argentina,High School,Hispanic/Latino
62a361af0f8c8599d5af6277,data-related roles,Yes,20000.0,education & nonprofit,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,34,nigeria,Bachelors,Black/African American
62a361cc575fa3a5ae88f908,data-related roles,No,75500.0,finance & insurance,Python,7.0,5.0,5.0,7.0,9.0,10.0,Very Easy,Remote Work,Male,24,united kingdom,Bachelors,White/Caucasian
62a3620f0f8c8599d5af63a5,business intelligence & analytics,No,75500.0,technology & it,Python,0.0,10.0,6.0,0.0,0.0,0.0,Difficult,Better Salary,Male,30,united states,Bachelors,Asian/Asian American
62a36251d8c00e9f541a199e,business intelligence & analytics,No,95500.0,entertainment & media,Python,5.0,5.0,6.0,4.0,5.0,5.0,Difficult,Better Salary,Male,24,united states,Masters,Hispanic/Latino
62a36275bc6861bf31771183,data-related roles,Yes,53000.0,finance & insurance,Python,6.0,8.0,10.0,9.0,7.0,9.0,Easy,Better Salary,Male,27,united states,Bachelors,Other
62a3636c2e54c9003e536e6b,data-related roles,No,20000.0,finance & insurance,Python,1.0,2.0,4.0,4.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,21,india,Bachelors,Asian/Asian American
62a365c2f8d5efcc22f81e2e,data-related roles,No,20000.0,transportation & logistics,Python,3.0,5.0,9.0,9.0,,8.0,Very Difficult,Other (Please Specify):Both Good work / life Balance and Good Culture,Male,31,united arab emirates,Masters,Black/African American
62a365d5d8c00e9f541a20cf,data-related roles,Yes,20000.0,technology & it,R,5.0,7.0,5.0,5.0,5.0,7.0,Difficult,Better Salary,Male,41,egypt,Bachelors,White/Caucasian
62a3670b575fa3a5ae890422,data-related roles,Yes,20000.0,technology & it,Python,0.0,1.0,1.0,0.0,0.0,2.0,Difficult,Better Salary,Male,25,india,Bachelors,Asian/Asian American
62a3676bb4da29969c633ac7,data-related roles,No,20000.0,finance & insurance,None,4.0,7.0,8.0,8.0,8.0,9.0,Neither easy nor difficult,Other (Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,24,nigeria,Bachelors,Black/African American
62a36794b4da29969c633b48,data-related roles,No,20000.0,finance & insurance,Python,6.0,5.0,6.0,5.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,30,somalia,Masters,Black/African American
62a367d224a2626027387b56,data-related roles,No,187500.0,finance & insurance,Other,7.0,7.0,7.0,,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,33,united states,Bachelors,White/Caucasian
62a367ed18134ddc75cee697,data-related roles,No,75500.0,energy & utilities,Other,7.0,4.0,10.0,9.0,7.0,10.0,Difficult,Better Salary,Male,23,united states,Bachelors,Hispanic/Latino
62a36802f8f7561645857e38,data-related roles,Yes,75500.0,technology & it,Python,6.0,6.0,6.0,6.0,6.0,6.0,Difficult,Remote Work,Female,33,united kingdom,Masters,Asian/Asian American
62a3684ebc6861bf31771f15,data-related roles,No,115500.0,finance & insurance,Python,4.0,4.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,25,united states,Bachelors,White/Caucasian
62a3688df8f7561645857f7e,data-related roles,No,20000.0,consulting & professional services,Python,5.0,5.0,5.0,5.0,5.0,5.0,Neither easy nor difficult,Remote Work,Female,27,kosovo,Masters,White/Caucasian
62a368ee2e54c9003e537e4a,data-related roles,Yes,20000.0,finance & insurance,C/C++,5.0,10.0,10.0,8.0,10.0,10.0,Very Easy,Good Work/Life Balance,Male,30,united kingdom,Bachelors,White/Caucasian
62a369280a77c1a77f661ad0,data-related roles,Yes,20000.0,technology & it,Python,0.0,3.0,,,,6.0,Neither easy nor difficult,Remote Work,Male,29,nigeria,Bachelors,Black/African American
62a36969f8f756164585821d,business intelligence & analytics,Yes,20000.0,healthcare & medical,Python,10.0,2.0,8.0,5.0,0.0,6.0,Easy,Better Salary,Male,25,india,Masters,Asian/Asian American
62a3697ff408bae018ed948b,data-related roles,No,95500.0,technology & it,None,7.0,7.0,5.0,7.0,7.0,7.0,Easy,Remote Work,Male,40,united states,High School,Hispanic/Latino
62a36ac6cf255543173063d8,data-related roles,No,53000.0,government & public sector,Other,6.0,10.0,8.0,8.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,29,canada,Bachelors,Other
62a36ad1f408bae018ed9793,data-related roles,No,53000.0,miscellaneous,Python,0.0,3.0,3.0,3.0,3.0,,Difficult,Remote Work,Male,29,india,Masters,Asian/Asian American
62a36b6c24a26260273882a2,data-related roles,Yes,20000.0,education & nonprofit,Python,1.0,2.0,2.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,28,nigeria,Masters,Black/African American
62a36b862e54c9003e5383c6,software development & it,No,95500.0,entertainment & media,C/C++,5.0,2.0,0.0,2.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,united kingdom,Bachelors,White/Caucasian
62a36d12f8d5efcc22f82cd8,miscellaneous,No,20000.0,technology & it,Python,0.0,4.0,7.0,6.0,7.0,8.0,Easy,Other (Please Specify):Learning possibilities,Male,24,belgium,Masters,White/Caucasian
62a36d3124a262602738862c,data-related roles,Yes,20000.0,technology & it,Python,5.0,8.0,8.0,9.0,7.0,9.0,Very Easy,Better Salary,Male,26,iraq,Bachelors,Middle Eastern/North African
62a36e470a77c1a77f662470,data-related roles,No,137500.0,technology & it,Python,10.0,5.0,10.0,10.0,6.0,10.0,Difficult,Good Work/Life Balance,Male,28,united states,Bachelors,Hispanic/Latino
62a36e7024a262602738890a,miscellaneous,No,20000.0,education & nonprofit,R,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,25,germany,Masters,White/Caucasian
62a36fe67dc029e2d66c5303,data-related roles,Yes,20000.0,technology & it,Python,1.0,4.0,9.0,7.0,8.0,10.0,Easy,Better Salary,Male,33,colombia,Bachelors,Hispanic/Latino
62a3701f575fa3a5ae89164e,data-related roles,Yes,75500.0,finance & insurance,Python,4.0,4.0,6.0,3.0,4.0,0.0,Neither easy nor difficult,Remote Work,Male,30,ireland,Masters,White/Caucasian
62a370635d257a28a30de5eb,data-related roles,Yes,20000.0,finance & insurance,Python,1.0,1.0,1.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,35,india,Bachelors,Asian/Asian American
62a37128d8c00e9f541a39dd,data-related roles,No,20000.0,manufacturing & engineering,None,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,Better Salary,Male,25,romania,Bachelors,White/Caucasian
62a3715124a2626027388f02,data-related roles,No,20000.0,real estate & construction,Python,4.0,7.0,9.0,5.0,2.0,8.0,Easy,Better Salary,Male,23,spain,Bachelors,White/Caucasian
62a37222cf2555431730732d,data-related roles,No,20000.0,healthcare & medical,Python,6.0,6.0,6.0,5.0,4.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24,mexico,Bachelors,Hispanic/Latino
62a373efbc6861bf3177360b,data-related roles,Yes,187500.0,education & nonprofit,SQL,8.0,9.0,9.0,7.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27,united states,Masters,Black/African American
62a3759e5d257a28a30def3a,data-related roles,Yes,75500.0,manufacturing & engineering,Python,4.0,10.0,10.0,8.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,32,united states,Bachelors,Asian/Asian American
62a3777624a262602738997e,data-related roles,Yes,53000.0,technology & it,Python,3.0,5.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,50,canada,Bachelors,White/Caucasian
62a377987dc029e2d66c638d,data-related roles,Yes,75500.0,food & beverage,Python,7.0,7.0,8.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,29,united states,High School,White/Caucasian
62a377f424a2626027389af3,data-related roles,Yes,20000.0,technology & it,R,2.0,8.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,peru,Bachelors,Hispanic/Latino
62a3784c0f8c8599d5af8fbc,data-related roles,No,20000.0,energy & utilities,R,1.0,7.0,7.0,1.0,4.0,10.0,Neither easy nor difficult,Better Salary,Male,23,united states,Associates,White/Caucasian
62a37a43d8c00e9f541a4a7c,data-related roles,Yes,20000.0,finance & insurance,Python,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,Better Salary,Male,31,nigeria,Bachelors,Black/African American
62a37a7818134ddc75cf0d4c,data-related roles,No,20000.0,healthcare & medical,Python,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,Better Salary,Male,22,philippines,Bachelors,Other
62a37aa1cf255543173081e5,data-related roles,No,75500.0,finance & insurance,Python,3.0,5.0,5.0,5.0,3.0,3.0,Very Difficult,Better Salary,Male,29,united states,Masters,Hispanic/Latino
62a37ad924a2626027389f8a,data-related roles,Yes,20000.0,technology & it,Python,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,Good Culture,Male,23,malaysia,Bachelors,Asian/Asian American
62a37b7db4da29969c636123,miscellaneous,No,20000.0,consulting & professional services,Other,0.0,0.0,1.0,1.0,0.0,1.0,Neither easy nor difficult,Remote Work,Female,24,united states,High School,Hispanic/Latino
62a37bab2e54c9003e53a10a,data-related roles,Yes,75500.0,manufacturing & engineering,Python,5.0,9.0,10.0,10.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,26,united states,Bachelors,Black/African American
62a37c50cec54911e9cacee2,miscellaneous,Yes,20000.0,finance & insurance,Python,4.0,3.0,5.0,2.0,2.0,3.0,Difficult,Good Culture,Male,31,india,Bachelors,Asian/Asian American
62a37d41bae91e4b8b8369f7,data-related roles,Yes,20000.0,entertainment & media,Python,1.0,1.0,1.0,1.0,7.0,9.0,Neither easy nor difficult,Remote Work,Male,22,nigeria,Bachelors,Black/African American
62a37f8db4da29969c6367bf,data-related roles,Yes,75500.0,retail & consumer goods,Python,7.0,8.0,10.0,8.0,7.0,5.0,Neither easy nor difficult,Remote Work,Male,31,germany,Bachelors,White/Caucasian
62a37ff3bae91e4b8b836ed0,miscellaneous,Yes,20000.0,technology & it,Python,0.0,4.0,0.0,0.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27,united states,Masters,Asian/Asian American
62a38023575fa3a5ae89339e,miscellaneous,No,20000.0,education & nonprofit,Python,1.0,1.0,2.0,1.0,1.0,1.0,Difficult,Better Salary,Female,25,united states,Bachelors,Asian/Asian American
62a38153cec54911e9cad855,data-related roles,Yes,20000.0,healthcare & medical,Python,4.0,10.0,10.0,8.0,8.0,10.0,Easy,Good Work/Life Balance,Male,30,colombia,Masters,Hispanic/Latino
62a381d024a262602738ab19,data-related roles,Yes,53000.0,healthcare & medical,R,0.0,6.0,5.0,6.0,0.0,2.0,Easy,Other (Please Specify):Opportunities for growth ,Male,28,united states,Masters,Hispanic/Latino
62a38227bae91e4b8b837235,data-related roles,No,137500.0,finance & insurance,Python,6.0,6.0,5.0,4.0,2.0,4.0,Easy,Remote Work,Male,26,united states,Bachelors,White/Caucasian
62a38489cf25554317309145,data-related roles,Yes,137500.0,retail & consumer goods,Python,6.0,7.0,7.0,10.0,6.0,7.0,Neither easy nor difficult,Remote Work,Female,32,united states,Masters,White/Caucasian
62a384f0cec54911e9cadd6f,data-related roles,Yes,20000.0,entertainment & media,SQL,3.0,5.0,6.0,4.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,40,poland,PhD,White/Caucasian
62a385480f8c8599d5afa5c6,data-related roles,Yes,20000.0,manufacturing & engineering,Python,4.0,7.0,7.0,6.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,36,singapore,Associates,Asian/Asian American
62a3856218134ddc75cf1ee0,data-related roles,Yes,75500.0,finance & insurance,Python,6.0,10.0,9.0,9.0,9.0,10.0,Difficult,Better Salary,Male,35,united states,Bachelors,Hispanic/Latino
62a385c40f8c8599d5afa6cf,data-related roles,Yes,75500.0,technology & it,Python,3.0,4.0,4.0,4.0,5.0,5.0,Very Difficult,Good Work/Life Balance,Male,29,united states,Masters,Asian/Asian American
62a385ddbae91e4b8b837855,data-related roles,No,53000.0,finance & insurance,Python,6.0,5.0,9.0,9.0,7.0,5.0,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,25,germany,Masters,Hispanic/Latino
62a385e7b4da29969c6372ab,data-related roles,Yes,53000.0,entertainment & media,Python,6.0,8.0,8.0,9.0,6.0,8.0,Difficult,Remote Work,Male,29,united states,Bachelors,White/Caucasian
62a386dfcec54911e9cae1d3,data-related roles,No,95500.0,food & beverage,Python,7.0,6.0,7.0,4.0,5.0,8.0,Difficult,Good Work/Life Balance,Male,26,united states,Bachelors,Black/African American
62a3870bbc6861bf31775841,data-related roles,No,20000.0,entertainment & media,R,1.0,1.0,1.0,1.0,1.0,1.0,Neither easy nor difficult,Remote Work,Male,34,ghana,Bachelors,Black/African American
62a38733f8d5efcc22f859fc,data-related roles,Yes,20000.0,finance & insurance,Python,5.0,2.0,5.0,4.0,3.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,egypt,Bachelors,White/Caucasian
62a387e6575fa3a5ae8940a1,data-related roles,No,20000.0,technology & it,Python,3.0,3.0,5.0,4.0,3.0,2.0,Difficult,Other (Please Specify):Good opportunities in projects and learnjng,Female,22,india,Bachelors,Asian/Asian American
62a388d524a262602738b869,miscellaneous,Yes,20000.0,real estate & construction,Python,0.0,2.0,0.0,1.0,1.0,2.0,Very Difficult,Remote Work,Female,24,kenya,Bachelors,Black/African American
62a38975b4da29969c637830,data-related roles,No,20000.0,healthcare & medical,Python,3.0,6.0,6.0,6.0,4.0,3.0,Neither easy nor difficult,Better Salary,Male,26,costa rica,Bachelors,Hispanic/Latino
62a38985f8f756164585b89c,data-related roles,Yes,20000.0,finance & insurance,Python,5.0,6.0,2.0,3.0,3.0,5.0,Very Difficult,Good Work/Life Balance,Female,34,portugal,Masters,White/Caucasian
62a389b70f8c8599d5afad1a,data-related roles,No,20000.0,technology & it,Python,3.0,5.0,4.0,5.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,29,india,Bachelors,Asian/Asian American
62a389ed18134ddc75cf24f8,data-related roles,No,20000.0,technology & it,R,2.0,7.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,21,nigeria,Bachelors,Black/African American
62a38a060a77c1a77f6654b7,finance & accounting,No,20000.0,miscellaneous,Python,2.0,4.0,5.0,3.0,1.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,macedonia,Masters,White/Caucasian
62a38a4d575fa3a5ae8944df,data-related roles,No,53000.0,education & nonprofit,Python,7.0,7.0,8.0,8.0,6.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,united states,Bachelors,Black/African American
62a38a97cf25554317309af2,data-related roles,Yes,53000.0,transportation & logistics,Python,2.0,4.0,7.0,10.0,5.0,10.0,Neither easy nor difficult,Remote Work,Male,28,united states,Bachelors,White/Caucasian
62a38c120f8c8599d5afb0e9,data-related roles,No,53000.0,education & nonprofit,Python,1.0,5.0,5.0,1.0,0.0,3.0,Easy,Better Salary,Female,33,united states,Bachelors,White/Caucasian
62a38c9dbc6861bf317760c4,data-related roles,Yes,75500.0,consulting & professional services,SQL,7.0,6.0,5.0,7.0,4.0,4.0,Easy,Better Salary,Female,56,united states,Bachelors,White/Caucasian
62a38de50f8c8599d5afb3e7,software development & it,No,20000.0,finance & insurance,Python,3.0,3.0,6.0,5.0,,4.0,Difficult,Good Work/Life Balance,Male,23,india,Bachelors,Asian/Asian American
62a3906224a262602738c58a,data-related roles,Yes,137500.0,healthcare & medical,Python,4.0,5.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,28,united states,Masters,White/Caucasian
62a3907cbae91e4b8b838917,miscellaneous,No,20000.0,miscellaneous,JavaScript,0.0,0.0,0.0,0.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,21,egypt,High School,White/Caucasian
62a390c0d8c00e9f541a6fd7,miscellaneous,No,75500.0,education & nonprofit,Python,2.0,2.0,4.0,1.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,united states,Masters,Black/African American
62a390e4f3072dd89262c0cd,data-related roles,No,53000.0,healthcare & medical,Python,7.0,5.0,9.0,9.0,9.0,8.0,Neither easy nor difficult,Remote Work,Male,29,ireland,Masters,Asian/Asian American
62a391cacf2555431730a623,data-related roles,No,95500.0,technology & it,Python,9.0,10.0,8.0,8.0,7.0,7.0,Neither easy nor difficult,Other (Please Specify):Projects I’m interested in,Female,23,united states,Bachelors,Asian/Asian American
62a39214f8f756164585c6b6,miscellaneous,No,53000.0,finance & insurance,Python,3.0,3.0,3.0,0.0,0.0,1.0,Difficult,Good Work/Life Balance,Male,25,india,Bachelors,Asian/Asian American
62a39297b4da29969c638679,data-related roles,Yes,95500.0,technology & it,Python,8.0,7.0,10.0,9.0,10.0,10.0,Easy,Better Salary,Male,27,united states,Masters,White/Caucasian
62a393330a77c1a77f6662e4,data-related roles,No,20000.0,technology & it,Python,3.0,8.0,7.0,5.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,22,india,Bachelors,Asian/Asian American
62a3944024a262602738cb07,data-related roles,Yes,20000.0,technology & it,Python,6.0,3.0,5.0,7.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,india,Bachelors,Asian/Asian American
